Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,61700,110,1600,5,4,5,1070
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,61648,110,1600,5,4,5,1070
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,61626,86,1300,5,4,5,1035
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,61510,110,1600,4,4,5,1035
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,61165,107,1600,3,4,5,1080
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,61000,110,1600,4,4,5,1035
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,60833,110,1600,4,4,5,1035
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,70,60600,86,1300,3,4,5,1060
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,60483,110,1600,5,4,5,1075
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,80,60476,110,1600,5,4,5,1114
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,79,60142,110,1600,3,4,5,1050
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,60050,110,1600,3,4,5,1050
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,60000,110,1600,3,4,5,1050
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,60000,110,1600,3,4,5,1050
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,59815,110,1587,3,4,5,1055
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,59326,110,1600,5,4,5,1085
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,59240,110,1600,3,4,5,1050
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,59164,110,1600,4,4,5,1035
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,59017,107,1600,3,4,5,1080
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,58952,110,1600,3,4,5,1050
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,58454,86,1300,3,4,5,1015
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,58341,86,1300,4,4,5,1030
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,58267,110,1600,5,4,5,1070
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,80,58000,110,1600,3,4,5,1055
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,70,57829,110,1600,3,4,5,1050
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,57787,86,1300,3,4,5,1015
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,57628,110,1600,5,4,5,1075
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,57537,86,1300,5,4,5,1050
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,57263,110,1600,3,4,5,1050
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,57144,110,1600,5,4,5,1070
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,69,57096,86,1300,3,4,5,1025
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,57000,86,1300,4,4,5,1000
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,73,56566,110,1600,3,4,5,1050
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,56307,110,1600,3,4,5,1050
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,56214,86,1300,3,4,5,1015
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,56132,110,1600,4,4,5,1035
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,55425,110,1600,5,4,5,1075
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,54439,86,1300,3,4,5,1015
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,53809,110,1600,3,4,5,1050
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,53133,110,1600,5,4,5,1070
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,52900,110,1600,4,4,5,1075
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,52700,110,1600,3,4,5,1050
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,52320,110,1600,5,4,5,1070
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,78,52287,110,1600,5,4,5,1114
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,75,52000,110,1600,5,4,5,1075
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,52000,110,1600,3,4,5,1050
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,52000,110,1600,4,4,5,1065
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,51874,86,1300,4,4,5,1000
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,49827,86,1300,5,4,5,1035
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,49640,110,1600,4,4,5,1035
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,49580,110,1600,4,4,5,1035
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,76,49170,86,1300,3,4,5,1045
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,48838,110,1600,3,4,5,1055
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,48576,86,1300,3,4,5,1015
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,48400,110,1600,5,4,5,1075
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,48242,86,1300,5,4,5,1035
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,47955,110,1600,5,4,5,1070
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,71,47633,110,1600,5,4,5,1075
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,47400,86,1300,5,4,5,1040
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,73,47360,86,1300,3,4,5,1010
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,45507,110,1600,3,4,5,1050
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,45410,86,1300,5,4,5,1035
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,44850,110,1600,3,4,5,1050
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,69,44826,110,1600,5,4,5,1075
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,44444,110,1600,3,4,5,1050
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,43720,110,1600,5,4,5,1070
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,43622,86,1300,4,4,5,1000
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,43532,110,1600,5,4,5,1070
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,42800,110,1600,3,4,5,1050
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,42317,107,1600,5,4,5,1100
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,42186,110,1600,3,4,5,1050
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,42000,110,1600,3,4,5,1050
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,40093,110,1600,5,4,5,1114
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,39800,107,1600,3,4,5,1080
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,39168,86,1300,3,4,5,1015
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,38945,110,1600,3,4,5,1050
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,36537,110,1600,4,4,5,1075
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,36000,86,1300,3,4,5,1045
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,36000,110,1600,3,4,5,1050
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,35821,86,1300,3,4,5,1015
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,34717,86,1300,3,4,5,1015
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,34000,86,1300,4,4,5,1000
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,30964,110,1600,3,4,4,1080
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,29000,86,1300,3,4,5,1045
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,26000,86,1300,3,4,5,1015
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,24000,86,1300,5,4,5,1065
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,23000,86,1300,3,4,5,1015
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,20544,86,1300,3,4,5,1025
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,19000,86,1300,3,4,5,1015
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,17016,86,1300,3,4,5,1015
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,16916,86,1300,3,4,5,1015
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,1,110,1600,5,4,5,1114
